res_id,age,sex,phone_number,marital_status,asal_kota,asal_provinsi
202305B1501329570,38,m,081330817365,cerai hidup,KABUPATEN TELUK WONDAMA,PAPUA BARAT
202405E501623818,37,m,085226015524,kawin,KABUPATEN MAJENE,SULAWESI BARAT
202205D1101531840,28,f,085218164067,kawin,KABUPATEN BULUKUMBA,SULAWESI SELATAN
202405E401207239,31,m,082122337680,kawin,KABUPATEN MALUKU TENGGARA BARAT,MALUKU
202205D1901102592,27,m,082131462056,belum kawin,KABUPATEN INDRAMAYU,JAWA BARAT
202305A401283221,33,m,081226300713,kawin,KABUPATEN SAMBAS,KALIMANTAN BARAT
202205A301113441,44,f,082119068192,kawin,KOTA PALEMBANG,SUMATERA SELATAN
202205E901197032,29,m,085216902943,kawin,KOTA KEDIRI,JAWA TIMUR
202405C302446920,39,m,082131725912,cerai mati,KABUPATEN NGAWI,JAWA TIMUR
202405C701140964,36,f,082117654584,kawin,KABUPATEN HULU SUNGAI TENGAH,KALIMANTAN SELATAN
202205F301332759,28,f,082132511490,belum kawin,KABUPATEN SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
202205B801111631,32,f,081228106248,kawin,KABUPATEN BERAU,KALIMANTAN TIMUR
202205A1701526396,44,f,085614239269,cerai mati,KABUPATEN LAMPUNG SELATAN,LAMPUNG
202305A101308240,41,m,081896600230,kawin,KABUPATEN KARAWANG,JAWA BARAT
202405E202112760,27,f,082128488463,belum kawin,KABUPATEN FLORES TIMUR,NUSA TENGGARA TIMUR
202205E1701140408,41,f,081828405925,cerai hidup,KABUPATEN SINJAI,SULAWESI SELATAN
202205D1001560152,31,f,081810220031,kawin,KABUPATEN BENGKULU UTARA,BENGKULU
202405G1701145656,28,m,081219687002,belum kawin,KABUPATEN SAMOSIR,SUMATERA UTARA
202305D1601150735,44,f,081212661385,cerai hidup,KABUPATEN JAYAPURA,PAPUA
202405A802133750,44,m,081832816895,cerai mati,KOTA TEBING TINGGI,SUMATERA UTARA
202405D2002141807,26,f,081323723235,kawin,KABUPATEN SERAM BAGIAN BARAT,MALUKU
202405F901292073,35,m,081226278318,kawin,KABUPATEN PURWAKARTA,JAWA BARAT
202405D2302117470,34,m,085210003921,kawin,KABUPATEN TELUK WONDAMA,PAPUA BARAT
202205D301288532,39,f,081239002889,cerai hidup,KABUPATEN MAMUJU UTARA,SULAWESI BARAT
202205C1001480756,26,f,081730369862,belum kawin,KABUPATEN BOLAANG MONGONDOW,SULAWESI UTARA
202405A501461539,44,m,085212449873,cerai mati,KABUPATEN WONOSOBO,JAWA TENGAH
202205D2101461062,39,m,085613763288,kawin,KABUPATEN CIREBON,JAWA BARAT
202305F201111697,45,m,081815974659,cerai hidup,KABUPATEN BEKASI,JAWA BARAT
202205F1301207251,45,m,081312240273,cerai mati,KABUPATEN DEIYAI,PAPUA
202405C1401265608,29,m,085267836594,kawin,KABUPATEN KEPULAUAN SULA,MALUKU UTARA
202305B1402169207,29,f,082127317794,kawin,KABUPATEN LEBAK,BANTEN
202405G1802152074,27,m,081320190919,belum kawin,KABUPATEN BOLAANG MONGONDOW SELATAN,SULAWESI UTARA
202305A601188975,39,m,082129639265,cerai mati,KABUPATEN BANDUNG BARAT,JAWA BARAT
202205B201199793,39,f,081215136161,kawin,KOTA SALATIGA,JAWA TENGAH
202405B1601121577,45,f,081324160076,kawin,KABUPATEN MAMBERAMO RAYA,PAPUA
202305G901277825,31,m,081330243387,kawin,KABUPATEN BIMA,NUSA TENGGARA BARAT
202305G701174259,30,f,082118321501,kawin,KABUPATEN DOMPU,NUSA TENGGARA BARAT
202305E2001336624,36,f,085616909815,kawin,KABUPATEN KEEROM,PAPUA
202305C101495013,45,m,081324379447,cerai hidup,KABUPATEN KETAPANG,KALIMANTAN BARAT
202205F802178239,34,f,085676794988,kawin,KABUPATEN NDUGA,PAPUA
202405F501327312,35,m,085223849705,kawin,KOTA BAUBAU,SULAWESI TENGGARA
202305C1101330232,28,f,081386084191,belum kawin,KABUPATEN DELI SERDANG,SUMATERA UTARA
202305C601277661,36,m,081712520144,kawin,KABUPATEN MINAHASA,SULAWESI UTARA
202405C401119285,44,f,082193887514,cerai hidup,KABUPATEN POLEWALI MANDAR,SULAWESI BARAT
202205A901273746,27,f,085631786992,kawin,KABUPATEN LEMBATA,NUSA TENGGARA TIMUR
202405F602312162,38,f,081288413811,kawin,KABUPATEN TAKALAR,SULAWESI SELATAN
202205D701240051,27,m,085622332005,kawin,KABUPATEN GARUT,JAWA BARAT
202305D1801316217,27,f,081836333898,belum kawin,KABUPATEN PIDIE,ACEH
202405B1701321590,44,m,081222307818,cerai hidup,KABUPATEN SIMEULUE,ACEH
202305D902220197,25,m,081214929081,belum kawin,KABUPATEN PATI,JAWA TENGAH
202205B1201263787,25,f,085264048451,belum kawin,KABUPATEN ACEH BARAT DAYA,ACEH
202405C1301493744,30,m,081856612398,kawin,KOTA JAKARTA BARAT,DKI JAKARTA
202405A1001116809,30,m,085263548414,kawin,KABUPATEN GAYO LUES,ACEH
202405F1702232944,44,m,085610049353,cerai mati,KABUPATEN LANGKAT,SUMATERA UTARA
202205B601145862,28,m,082124975950,kawin,KABUPATEN ACEH TENGGARA,ACEH
202205C901167922,27,f,085616389421,belum kawin,KABUPATEN PANIAI,PAPUA
202305E301366610,34,m,085610767335,kawin,KOTA SUKABUMI,JAWA BARAT
202205D801632854,35,m,081314933715,kawin,KOTA SEMARANG,JAWA TENGAH
202305D1201575549,37,f,085267876852,cerai hidup,KABUPATEN KUTAI KARTANEGARA,KALIMANTAN TIMUR
202305A1401246523,29,m,081767729656,kawin,KABUPATEN MAMBERAMO TENGAH,PAPUA
202405A1301163228,38,f,082183665771,cerai hidup,KABUPATEN NABIRE,PAPUA
202405F1001240087,35,m,081822537246,kawin,KABUPATEN KAIMANA,PAPUA BARAT
202205D2202159875,32,f,085620371205,kawin,KABUPATEN KONAWE,SULAWESI TENGGARA
202405B1101324358,27,f,081214993407,belum kawin,KABUPATEN JEMBER,JAWA TIMUR
202305E701166824,44,f,081732626831,kawin,KABUPATEN REMBANG,JAWA TENGAH
202205B401648434,28,m,081725795076,kawin,KABUPATEN MAGETAN,JAWA TIMUR
202205D201232212,43,f,082134226833,cerai mati,KABUPATEN MALUKU TENGAH,MALUKU
202205C1201237014,29,m,082122231427,kawin,KABUPATEN BEKASI,JAWA BARAT
202405D101234747,32,f,082147658265,kawin,KABUPATEN SERUYAN,KALIMANTAN TENGAH
202405F701297344,36,m,085225883974,kawin,KOTA BATU,JAWA TIMUR
202205G501188148,39,f,081226527240,cerai hidup,KABUPATEN RAJA AMPAT,PAPUA BARAT
202205E1201125278,40,f,081256895057,cerai mati,KABUPATEN MALINAU,KALIMANTAN UTARA
202305A2001271174,36,m,085623794807,kawin,KABUPATEN LAHAT,SUMATERA SELATAN
202405D502112396,38,m,085688561283,cerai mati,KOTA TIDORE KEPULAUAN,MALUKU UTARA
202405B1801142744,29,f,082127736026,kawin,KABUPATEN SITUBONDO,JAWA TIMUR
202405A201105583,30,f,082115281538,kawin,KABUPATEN ACEH TENGAH,ACEH
202205B901102355,26,m,085626693551,kawin,KABUPATEN CIREBON,JAWA BARAT
202405D401187664,37,m,082131947400,cerai hidup,KABUPATEN TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
202206C202130077,31,f,082124842995,kawin,KABUPATEN HULU SUNGAI SELATAN,KALIMANTAN SELATAN
202206D2901210426,28,f,081224445706,kawin,KOTA PEKANBARU,RIAU
202206E1702128836,28,m,081715185681,kawin,KABUPATEN NGANJUK,JAWA TIMUR
202206E901169493,31,f,081733173006,kawin,KOTA JAKARTA SELATAN,DKI JAKARTA
202406A201144730,35,m,081733957428,kawin,KOTA PEMATANG SIANTAR,SUMATERA UTARA
202306A601106544,30,m,081218556515,kawin,KABUPATEN HALMAHERA TIMUR,MALUKU UTARA
202306A501336471,30,f,082123954857,kawin,KABUPATEN SAMOSIR,SUMATERA UTARA
202206D702780727,26,f,085216484710,kawin,KABUPATEN TAPANULI SELATAN,SUMATERA UTARA
202206C101559067,42,m,082127738877,kawin,KABUPATEN KUTAI BARAT,KALIMANTAN TIMUR
202406E602319818,28,f,081327922933,belum kawin,KOTA LUBUKLINGGAU,SUMATERA SELATAN
202206B901124420,41,m,085617725294,kawin,KOTA BITUNG,SULAWESI UTARA
202406E1601259473,36,m,081723274255,kawin,KOTA CIMAHI,JAWA BARAT
202206A1501283043,26,f,081813366458,belum kawin,KABUPATEN BIREUEN,ACEH
202306D1001176872,45,f,082122439268,kawin,KOTA BANDUNG,JAWA BARAT
202206A1102254803,41,m,081226178722,cerai mati,KABUPATEN TEMANGGUNG,JAWA TENGAH
202406E1301239003,31,f,085619651434,kawin,KABUPATEN LAMPUNG TENGAH,LAMPUNG
202206B401226126,28,f,081711189455,kawin,KOTA DEPOK,JAWA BARAT
202406F801229024,25,m,081284195260,belum kawin,KABUPATEN OGAN KOMERING ULU SELATAN,SUMATERA SELATAN
202406D2702336165,26,m,085653809291,belum kawin,KABUPATEN PARIGI MOUTONG,SULAWESI TENGAH
202406E1801595594,41,f,085641952893,cerai hidup,KABUPATEN REJANG LEBONG,BENGKULU
202406D1801201195,29,m,082123990638,kawin,KABUPATEN BANTAENG,SULAWESI SELATAN
202406D1501233222,36,m,085626921631,kawin,KABUPATEN BUNGO,JAMBI
202406E1401186634,28,f,081862068253,kawin,KABUPATEN SRAGEN,JAWA TENGAH
202306B1101122700,26,f,082126101326,kawin,KABUPATEN HALMAHERA UTARA,MALUKU UTARA
202306C801324025,41,m,081724270239,cerai mati,KABUPATEN BARRU,SULAWESI SELATAN
202206A701138450,30,f,081396719498,kawin,KABUPATEN TABALONG,KALIMANTAN SELATAN
202406D1301203708,39,f,081315293868,cerai hidup,KABUPATEN ACEH SELATAN,ACEH
202206F1201303738,38,f,082133290539,kawin,KABUPATEN PURWAKARTA,JAWA BARAT
202206D1201923432,35,f,081321186145,kawin,KABUPATEN BANDUNG BARAT,JAWA BARAT
202406E1901234715,36,m,082133508258,kawin,KOTA SIBOLGA,SUMATERA UTARA
202406A301778260,37,f,081829697290,cerai hidup,KABUPATEN KEPULAUAN SERIBU,DKI JAKARTA
202306D2001184176,28,f,081814321596,kawin,KOTA TOMOHON,SULAWESI UTARA
202406E102237069,25,f,081823032542,belum kawin,KABUPATEN KUTAI BARAT,KALIMANTAN TIMUR
202206E1502287930,38,m,081830201766,cerai mati,KABUPATEN ENDE,NUSA TENGGARA TIMUR
202406C501192063,38,f,085617067646,cerai mati,KABUPATEN ROKAN HULU,RIAU
202206E201339961,37,m,081228945439,cerai mati,KABUPATEN KUTAI TIMUR,KALIMANTAN TIMUR
202206C401350998,41,m,082127659690,cerai hidup,KABUPATEN KARANG ASEM,BALI
202206D801254703,37,m,081776272084,cerai hidup,KOTA SAWAH LUNTO,SUMATERA BARAT
202206E701171270,25,f,082124345317,belum kawin,KABUPATEN KEPULAUAN SULA,MALUKU UTARA
202206D501839185,39,f,081229832922,cerai hidup,KABUPATEN KAPUAS HULU,KALIMANTAN BARAT
202206A802223259,44,m,082111198078,kawin,KABUPATEN MINAHASA SELATAN,SULAWESI UTARA
202406B1701679487,43,f,081215496660,cerai hidup,KABUPATEN BENGKULU SELATAN,BENGKULU
202206D2601316002,45,m,085226291881,cerai hidup,KABUPATEN GUNUNG MAS,KALIMANTAN TENGAH
202406A1201167551,43,m,081213880776,cerai hidup,KABUPATEN PIDIE JAYA,ACEH
202406C901313408,34,m,081790732218,kawin,KABUPATEN KETAPANG,KALIMANTAN BARAT
202206A1301465933,42,f,081218292521,cerai mati,KABUPATEN KARANGANYAR,JAWA TENGAH
202206D2302190663,25,f,081216504563,belum kawin,KABUPATEN CILACAP,JAWA TENGAH
202206A901269732,39,f,082128732976,kawin,KABUPATEN PROBOLINGGO,JAWA TIMUR
202406A2001143554,39,m,081728163948,cerai hidup,KABUPATEN REMBANG,JAWA TENGAH
202206F901264793,25,m,081824056196,belum kawin,KABUPATEN MAMUJU UTARA,SULAWESI BARAT
202206F1102132096,44,f,082118451911,kawin,KABUPATEN TEGAL,JAWA TENGAH
202406E1201136649,34,m,082132307400,kawin,KOTA SIBOLGA,SUMATERA UTARA
202206B1502254951,25,f,082114408257,kawin,KABUPATEN KARAWANG,JAWA BARAT
202206D1101114395,40,m,085620019636,kawin,KABUPATEN BONDOWOSO,JAWA TIMUR
202406E2101215629,44,f,081221762763,cerai hidup,KABUPATEN TAPANULI SELATAN,SUMATERA UTARA
202306E1101201702,28,f,082126072553,kawin,KABUPATEN NABIRE,PAPUA
202206B1302154200,29,m,081717284017,kawin,KABUPATEN LOMBOK UTARA,NUSA TENGGARA BARAT
202306E1001202558,41,f,082123685810,cerai hidup,KOTA PALOPO,SULAWESI SELATAN
202406A1701251650,37,f,081310501548,cerai mati,KABUPATEN TANGERANG,BANTEN
202206A1601925302,44,f,081217235071,kawin,KOTA BANJARMASIN,KALIMANTAN SELATAN
202206E2001801822,31,m,085627748460,kawin,KABUPATEN BUTON UTARA,SULAWESI TENGGARA
202406C1401172450,39,f,081862462224,kawin,KABUPATEN INTAN JAYA,PAPUA
202406D2501255607,29,m,081229136835,kawin,KABUPATEN YAHUKIMO,PAPUA
202206D102117970,34,m,081828037167,kawin,KABUPATEN TANGERANG,BANTEN
202406B1201104445,38,m,085210412579,cerai mati,KOTA BANDAR LAMPUNG,LAMPUNG
202306F301272813,44,f,085620718818,cerai mati,KABUPATEN OGAN ILIR,SUMATERA SELATAN
202206D1601169629,35,m,082127474592,kawin,KOTA BANJAR BARU,KALIMANTAN SELATAN
202306C1201110502,30,f,081810277458,kawin,KOTA TEBING TINGGI,SUMATERA UTARA
202406F502120811,44,m,081829212427,cerai mati,KOTA CIREBON,JAWA BARAT
202206B801308195,34,m,082151108442,kawin,KABUPATEN INDRAMAYU,JAWA BARAT
202406F1001214014,29,m,085686727117,kawin,KABUPATEN SANGGAU,KALIMANTAN BARAT
202206B601226954,30,m,085614201428,kawin,KABUPATEN TELUK WONDAMA,PAPUA BARAT
202406B501144336,31,f,081311874843,kawin,KABUPATEN KUTAI BARAT,KALIMANTAN TIMUR
202206F101329788,35,m,082185110317,kawin,KABUPATEN BULUKUMBA,SULAWESI SELATAN
202206A1401338695,45,m,085218277545,cerai hidup,KABUPATEN BELITUNG,KEPULAUAN BANGKA BELITUNG
202206B201218297,30,f,081724213692,kawin,KABUPATEN BOGOR,JAWA BARAT
202406D201148732,30,m,085629880202,kawin,KABUPATEN GROBOGAN,JAWA TENGAH
202206F1302338233,31,m,085614462353,kawin,KABUPATEN LEBAK,BANTEN
202406A1901177085,39,f,082118545543,kawin,KABUPATEN KEDIRI,JAWA TIMUR
202306C302955398,28,m,081324584599,belum kawin,KABUPATEN SIDENRENG RAPPANG,SULAWESI SELATAN
202206E801280652,30,m,081725436618,kawin,KABUPATEN LANDAK,KALIMANTAN BARAT
202406D2801403533,40,f,081824381540,cerai hidup,KABUPATEN BENER MERIAH,ACEH
202406F401113300,33,m,082126127463,kawin,KABUPATEN BARRU,SULAWESI SELATAN
202206C701571492,40,f,081712404123,cerai hidup,KOTA BEKASI,JAWA BARAT
202206C1001297572,45,f,081235051561,kawin,KABUPATEN TEGAL,JAWA TENGAH
202306B1601181587,25,m,085619007369,belum kawin,KABUPATEN KUPANG,NUSA TENGGARA TIMUR
202306C1101653287,27,m,082130974633,belum kawin,KABUPATEN SERUYAN,KALIMANTAN TENGAH
202306D2201203796,25,f,081291822551,kawin,KOTA TIDORE KEPULAUAN,MALUKU UTARA
202206D901196388,38,m,081257056549,cerai mati,KABUPATEN BANJAR,KALIMANTAN SELATAN
202406A1801210953,42,f,081812242978,kawin,KOTA MEDAN,SUMATERA UTARA
202306D301735124,35,m,081818340549,kawin,KABUPATEN MAROS,SULAWESI SELATAN
202406D1901170712,45,f,081325343312,cerai mati,KABUPATEN PULAU MOROTAI,MALUKU UTARA
202206D2401226968,32,f,081864403136,kawin,KABUPATEN PONOROGO,JAWA TIMUR
202206B301294309,29,m,081826943240,kawin,KOTA BANJAR BARU,KALIMANTAN SELATAN
202206E401708348,26,f,081719512114,belum kawin,KABUPATEN BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG
202206D601191240,26,f,081771389279,kawin,KABUPATEN PENAJAM PASER UTARA,KALIMANTAN TIMUR
202206F201195965,34,f,085626763345,kawin,KABUPATEN MANGGARAI TIMUR,NUSA TENGGARA TIMUR
202206B1801196806,36,m,085621720348,kawin,KABUPATEN PULAU MOROTAI,MALUKU UTARA
202206B1001110151,27,f,085625974193,kawin,KOTA BALIKPAPAN,KALIMANTAN TIMUR
202206E501337440,42,m,081733539704,cerai hidup,KABUPATEN KOTAWARINGIN BARAT,KALIMANTAN TENGAH
202406F601263064,44,m,081318824494,cerai hidup,KABUPATEN LANNY JAYA,PAPUA
202306D401115813,45,f,082116527549,kawin,KABUPATEN INTAN JAYA,PAPUA
202406B101897168,29,m,082113539315,kawin,KOTA MAKASSAR,SULAWESI SELATAN
202406D1701301372,31,f,082120869109,kawin,KABUPATEN MALANG,JAWA TIMUR
202406D2101241196,25,m,082146730242,belum kawin,KABUPATEN PULANG PISAU,KALIMANTAN TENGAH
202206F1702240926,40,f,085211366036,cerai mati,KABUPATEN INDRAGIRI HILIR,RIAU
202406F1401144992,32,m,081264807056,kawin,KABUPATEN PAKPAK BHARAT,SUMATERA UTARA
202206E301202951,31,m,081818157403,kawin,KABUPATEN BINTAN,KEPULAUAN RIAU
202206C1301284351,37,f,082121276698,cerai hidup,KABUPATEN SOLOK SELATAN,SUMATERA BARAT
202406A401298954,45,m,082124201269,kawin,KABUPATEN KLUNGKUNG,BALI
202306F701120139,30,f,085215680105,kawin,KABUPATEN JEMBRANA,BALI
202406A102244727,38,m,081227853618,kawin,KABUPATEN JOMBANG,JAWA TIMUR
202306F1601599036,41,f,081833471922,cerai hidup,KABUPATEN LINGGA,KEPULAUAN RIAU
202206B701220346,45,m,082118170718,kawin,KABUPATEN BANGKALAN,JAWA TIMUR
202306C601771793,35,f,081715507531,kawin,KOTA PADANG PANJANG,SUMATERA BARAT
202206F1501125594,44,m,082117929241,kawin,KABUPATEN KETAPANG,KALIMANTAN BARAT
202306A1001204032,25,f,085682060265,belum kawin,KABUPATEN SINJAI,SULAWESI SELATAN
202206B1401296048,27,m,081254954600,belum kawin,KABUPATEN PONOROGO,JAWA TIMUR
202306D1402203158,40,m,081733404074,kawin,KABUPATEN BARITO TIMUR,KALIMANTAN TENGAH
